 customer_id,gender,age,income,tenure_months,monthly_spend,num_tickets_raised,membership_tier,churn
102301513,M,36,137710,15,65792,5,bronze,false
056005169,F,49,42008,18,88968,9,gold,false
084104621,M,23,62309,23,196800,10,bronze,false
026015079,M,67,140278,11,47721,4,gold,true
067011294,F,43,57696,13,102373,8,gold,false
031100225,M,69,127520,2,119137,1,silver,false
111921751,F,58,150951,12,154945,8,bronze,true
111916423,F,39,158295,11,54118,1,bronze,true
267090536,M,45,70813,2,170218,10,bronze,false
121137807,M,42,165535,2,99874,4,silver,false
272471661,M,38,81219,18,171111,8,silver,true
121142627,M,40,53158,15,176887,10,gold,true
062202367,M,34,146131,6,54478,3,bronze,true
111304064,F,30,182495,19,163991,3,gold,true
125104315,F,53,105674,5,153371,5,gold,false
064200765,M,66,90752,7,146906,5,bronze,false
084107699,F,66,165137,23,124099,3,gold,false
051404231,M,25,73812,17,40832,7,silver,false
284272654,M,44,135288,20,121153,7,bronze,false
072413858,M,45,132966,9,112952,9,silver,false
122105715,F,62,37564,8,219538,1,silver,false
322273405,F,50,181186,13,181063,10,gold,true
026011358,F,55,65763,6,89576,6,bronze,false
071114491,M,18,103616,2,199310,5,bronze,false
221970443,F,30,174564,20,94791,2,gold,true
101100540,M,62,62843,16,128010,7,silver,true
102103630,F,53,74422,18,83593,3,gold,false
113117767,M,34,91585,2,128059,10,gold,false
114905813,F,58,194042,19,56817,9,bronze,false
063104668,F,37,128374,4,40357,3,bronze,true
075001322,F,52,88506,5,123632,1,gold,false
111024849,M,67,148850,1,177358,8,bronze,true
041202113,F,40,150403,9,166136,9,bronze,true
101102182,F,24,150207,6,196760,1,silver,false
102000076,F,18,129266,14,158890,2,silver,true
125108447,M,55,185714,21,61105,6,silver,true
075904092,F,30,144311,12,50779,10,gold,true
042100191,F,62,175577,18,89704,8,bronze,true
031317636,M,23,36831,18,110591,6,bronze,true
074914274,M,47,191801,5,218094,8,silver,false
021502105,M,51,155379,2,173677,10,gold,true
111304051,F,41,52788,17,84985,9,gold,true
071925923,M,60,87720,23,151232,10,bronze,false
081501489,F,43,53780,24,182075,7,bronze,false
123206707,M,54,97877,7,148501,3,bronze,true
081518605,F,52,197262,3,96842,10,bronze,false
081221497,F,56,191511,24,109307,5,bronze,true
242070885,M,49,54629,5,154183,1,gold,true
011075202,M,39,116131,11,130527,3,silver,true
102189285,M,21,144872,19,108448,1,silver,true
021206993,F,41,66718,2,165548,1,bronze,false
056005318,M,36,65670,6,154703,4,silver,true
114914710,M,27,121237,20,87404,10,bronze,false
122400724,F,51,177336,23,50253,8,gold,false
011100915,F,18,34394,22,179580,1,gold,false
271071402,F,39,152337,18,150929,8,silver,false
053112055,M,64,129613,14,64518,9,gold,false
052173464,M,58,147705,21,134676,2,silver,false
121000374,M,26,76263,15,165184,10,bronze,false
241070417,M,21,87364,8,131383,4,gold,true
062202736,M,25,164315,3,166170,2,gold,true
073921161,M,59,142917,4,192522,7,silver,false
064103079,M,68,182911,18,171728,7,silver,true
111103058,F,63,84339,22,143495,2,silver,false
122201198,M,58,184337,7,202943,8,bronze,false
071123385,F,42,73530,12,145448,9,bronze,true
112200303,M,43,194982,13,219780,2,silver,true
122241132,F,30,171553,17,115425,2,gold,false
107006981,F,38,93031,10,177495,6,bronze,false
084108795,M,59,58626,6,153191,7,bronze,false
053010445,M,41,93720,21,171809,2,silver,true
111303667,M,55,153431,6,215430,3,bronze,false
071924898,M,57,108533,7,136557,2,bronze,false
101115001,M,54,176514,18,129701,7,silver,false
322070381,F,21,113680,7,142763,5,silver,false
043305092,M,58,48002,23,190816,2,silver,true
091900465,M,54,151873,3,53516,2,bronze,false
082900937,F,68,145845,24,72580,3,bronze,false
101107802,F,28,43831,24,120219,1,silver,true
081519507,F,34,164751,21,192952,5,silver,true
211273309,M,31,157094,6,110978,10,bronze,false
021912410,M,65,137997,15,200060,10,bronze,true
081905289,F,60,49440,20,130086,10,bronze,true
064208437,M,67,127047,15,57137,5,silver,true
042100230,M,25,168155,12,89909,1,gold,true
092900613,M,56,141709,17,167729,2,silver,true
084201692,M,27,122121,10,137499,1,silver,false
122000661,M,48,41440,10,76906,5,bronze,false
107006046,M,42,41149,2,95312,3,gold,true
271071004,F,54,196284,17,43905,9,gold,true
061101375,F,70,49283,12,160689,5,gold,false
211272465,F,35,90983,5,143758,2,gold,true
082902757,M,49,146565,14,204216,3,bronze,false
063200928,M,67,152202,21,192078,6,gold,true
065503681,M,29,194804,20,62440,6,gold,false
211172785,F,30,99826,19,118488,10,silver,false
072413706,F,69,194897,18,100901,2,gold,false
092903270,M,68,129965,4,145656,7,bronze,true
074906059,F,69,140603,4,215403,1,gold,true
021206993,F,19,120151,23,70709,10,silver,true
062102933,M,42,71287,23,97636,8,gold,true
041203824,F,56,176942,6,177133,8,gold,false
101001005,F,50,41530,21,114563,9,silver,false
111903245,M,24,54196,15,66665,2,bronze,false
113024915,F,21,37678,1,193447,7,gold,true
092900985,M,30,100631,10,207561,5,bronze,false
101918240,F,19,161790,4,199864,2,bronze,false
101101659,F,43,188113,22,131060,6,bronze,true
071123385,F,18,50390,13,43860,8,gold,false
221272361,M,31,150134,12,122684,7,gold,true
053100258,F,62,32177,9,47317,10,silver,true
101110543,F,27,141501,19,84918,1,gold,false
101115001,F,24,88435,3,203713,8,silver,true
111907652,M,59,106922,16,105512,10,bronze,false
021410637,F,48,143825,9,49250,1,silver,true
026013958,F,55,174976,16,150437,1,gold,false
084205766,F,47,190520,20,123789,6,silver,true
051408936,F,31,50240,24,199203,10,bronze,false
101100265,M,47,72356,4,50108,6,silver,false
122041523,F,29,152758,5,85871,6,gold,false
053207960,M,33,35051,2,168656,3,bronze,true
123206781,F,53,60459,21,183344,2,bronze,false
063116494,M,34,145445,20,60789,2,gold,true
063114661,M,60,184599,22,72578,8,silver,false
021606674,F,46,108996,15,108974,6,silver,true
073901592,F,41,89761,2,209332,7,bronze,true
091204569,M,50,96193,13,63125,5,silver,true
124100064,F,52,71639,17,98201,5,bronze,false
125107008,M,24,140855,22,102323,4,gold,false
086504326,M,32,136789,16,114013,7,silver,false
061203642,F,61,187825,12,60628,7,gold,true
101101471,M,58,77649,8,161911,7,bronze,false
271070801,F,28,126382,13,65513,1,silver,false
111015748,M,61,155000,10,72364,3,bronze,true
111907348,F,64,140215,5,140326,6,gold,true
053112178,F,45,62645,9,181585,5,gold,false
073902494,M,26,190069,2,178367,4,gold,true
111903575,F,63,148604,18,103731,9,gold,true
114017125,F,46,117937,19,169238,8,gold,false
081204126,F,57,113320,21,67691,7,silver,false
311981562,F,37,197142,22,147236,3,gold,true
111101995,M,31,164035,12,137535,5,bronze,false
102105816,M,57,171702,19,168201,1,gold,false
075903983,M,36,95439,24,202641,5,bronze,false
091803290,M,32,93803,17,141548,3,bronze,true
051405528,M,30,123221,16,146405,3,bronze,false
103101110,F,47,43373,15,214514,4,gold,true
084206082,M,41,109257,15,79936,6,bronze,true
103101929,F,56,194698,16,219995,8,bronze,false
221973563,F,48,182896,23,87546,5,gold,true
054000030,M,54,85263,24,144415,2,bronze,true
091216612,F,70,186568,12,110314,1,gold,false
065403587,M,50,158398,4,117027,6,bronze,false
061101032,F,20,176217,13,135582,6,gold,true
031313261,M,45,91758,18,99614,3,silver,false
081205112,F,26,152518,17,102286,5,gold,false
113106833,M,62,133963,14,98008,7,bronze,false
031100351,M,70,194497,12,193534,10,gold,true
113104880,M,37,176250,8,192231,2,bronze,true
113119105,M,50,126872,20,123255,2,silver,true
051501150,M,31,35194,6,48956,5,silver,false
071002257,M,32,48168,10,108508,4,silver,false
101104436,F,70,163248,22,141447,7,gold,true
084205452,M,21,101911,20,107698,1,bronze,true
063013924,F,19,59991,22,54068,1,gold,false
053202305,F,67,132426,6,160052,8,gold,true
063101454,M,21,172381,14,141166,6,bronze,false
061000256,M,64,182548,13,137668,6,gold,true
074907317,F,63,105190,6,57857,1,gold,false
011601074,M,26,144047,23,166349,5,gold,true
053110374,M,43,127678,23,212222,4,bronze,true
061203642,F,45,194917,9,123010,10,bronze,true
111101225,F,29,96592,7,199191,6,silver,true
053100559,M,23,52224,12,59908,3,bronze,false
111322570,M,60,69731,20,69455,10,gold,true
322281882,F,39,38494,24,66863,3,bronze,false
103106542,F,61,60244,4,123353,10,silver,true
111304404,F,57,112753,2,204660,4,silver,false
071925237,M,67,155062,14,45010,4,silver,true
071002257,M,50,89590,4,131488,7,bronze,true
071919463,M,62,196337,12,185482,9,silver,false
261170740,M,32,57853,3,164610,10,silver,false
031202084,F,32,83739,17,213651,5,silver,false
041001013,F,57,186512,10,51615,2,bronze,true
061201042,M,69,84425,14,196412,10,bronze,true
114000776,M,52,110694,10,218924,5,bronze,true
103101631,M,37,163046,10,212707,1,gold,true
122244171,M,33,196484,24,184901,2,silver,true
111910267,M,24,185355,13,178383,9,bronze,false
211174343,M,65,85477,4,207548,2,gold,false
084000026,F,43,91505,13,45480,5,gold,true
021202311,F,27,171624,17,45203,4,gold,false
071109707,M,24,61703,12,149946,2,bronze,true
121143118,F,54,144152,23,99862,2,gold,true
122104046,M,25,169170,17,160100,1,bronze,false
071201647,F,34,105339,23,164337,5,gold,false
031100490,M,26,178409,12,179720,8,bronze,false
081213078,M,60,72497,12,111365,6,bronze,true
064109073,F,24,161330,4,129128,6,silver,false
064002280,F,57,78703,12,61689,6,silver,true
091911551,M,47,132691,9,94458,9,silver,true
026012881,M,40,56916,22,218146,4,silver,true
081504651,F,20,80350,8,59210,10,gold,false
052101588,F,60,31078,19,210025,8,gold,true
271989222,M,61,62086,21,200342,10,silver,false
091804147,M,53,76718,5,139656,3,bronze,false
091911797,F,46,166512,18,99913,10,silver,true
102103630,M,49,128468,23,46507,4,gold,false
091904872,M,31,199330,12,142527,7,silver,false
075902340,F,36,97427,3,105638,3,silver,true
073000176,F,57,58788,19,137478,8,bronze,true
084107246,M,25,70962,14,146379,7,gold,true
265070752,M,67,75224,13,111962,10,gold,true
107006392,F,67,58409,14,147901,5,silver,true
101100634,M,39,157265,10,164113,4,gold,false
211970194,F,22,187231,9,209618,2,gold,false
111912252,M,44,143273,22,114397,6,silver,true
101019084,F,35,184277,11,153502,8,silver,true
113104275,F,31,98144,5,137320,3,bronze,true
071100858,F,60,89510,10,214520,4,gold,false
091909217,M,47,110962,5,131891,10,bronze,true
071123385,M,67,64727,23,217013,6,gold,true
061112092,M,64,43740,15,211612,2,silver,true
322280870,F,43,42071,18,115694,5,bronze,true
075909660,M,48,89561,23,109861,10,silver,false
123308786,F,68,51864,4,130279,9,gold,true
091908399,M,62,65083,12,65676,9,silver,false
061119477,M,27,156849,14,143622,1,bronze,true
061101155,M,21,169919,5,145910,7,gold,false
067014181,F,66,81188,8,89844,10,silver,false
211174990,M,36,148842,22,125997,9,bronze,true
102101496,M,20,189043,9,158784,3,bronze,false
091101455,M,53,185896,9,146153,1,bronze,false
322270262,M,63,133818,17,68785,3,gold,true
107004637,F,28,96462,20,151498,10,bronze,true
254075454,F,38,136477,18,158940,10,gold,true
122240942,F,43,63970,19,43449,10,gold,true
074912577,M,40,165178,13,84627,4,gold,true
071909046,F,34,170314,21,207107,2,gold,false
021201503,M,39,37273,8,71726,4,gold,true
114924182,M,54,162268,11,45269,7,silver,true
111104879,F,30,191995,1,174356,5,silver,true
113112995,F,62,181004,16,137179,5,silver,true
083905083,F,42,168559,5,181928,5,silver,false
065500752,F,19,68465,15,127821,5,gold,true
074914407,M,40,178201,24,193663,9,silver,false
111317844,F,55,86276,20,126281,7,gold,true
111024467,F,37,151452,13,147849,6,silver,true
056004720,F,70,107063,9,184414,9,bronze,true
125108599,F,32,131999,14,91302,1,gold,true
042215060,F,38,168933,6,87410,10,silver,false
011101529,M,70,46097,3,66597,7,bronze,false
064101550,F,58,131148,18,186167,4,silver,false
121181730,M,20,35370,2,140442,2,silver,true
242072715,F,68,149555,1,208963,3,gold,true
062203010,M,33,183981,2,126043,3,gold,false
103102193,F,48,76115,4,201301,8,gold,true
041201512,F,52,171806,23,195512,1,silver,false
042100175,F,26,186089,4,175346,3,gold,true
074912807,F,42,56796,4,167580,1,gold,false
121141822,M,19,98594,12,76807,5,bronze,true
113102921,F,48,108675,11,173906,3,gold,false
053273981,M,20,174026,18,146921,10,silver,false
113015584,F,43,144114,24,57278,8,gold,true
114912013,F,62,58667,19,75257,3,silver,true
064103914,F,59,70770,17,162515,2,gold,false
123200088,F,25,86418,2,162906,3,bronze,false
081307227,F,45,174700,24,219129,3,gold,true
022300160,F,39,162164,21,77917,8,gold,false
052101588,M,47,153215,18,212908,8,silver,true
114900313,M,58,31096,20,72597,7,bronze,false
073907952,M,47,103007,23,211183,8,gold,true
091308805,M,31,90464,8,67725,7,gold,false
051006778,F,43,194916,9,52719,10,bronze,false
065400137,M,41,171059,9,137468,8,gold,true
063105405,F,64,76427,6,190206,8,silver,false
061211197,M,65,121741,12,152621,9,gold,true
063000047,M,25,93905,4,141149,3,silver,false
071923909,M,65,195091,6,188942,10,silver,false
125106708,F,49,136219,9,81526,7,bronze,true
074910799,F,53,38834,13,204647,3,bronze,false
062202082,F,32,184099,12,152119,1,gold,true
063112906,F,26,132439,23,199006,8,silver,false
104904646,F,48,189211,18,165438,5,bronze,true
255072935,F,40,160053,19,54122,6,gold,false
113100745,F,32,172747,1,205232,4,bronze,true
053111988,M,69,175965,3,70756,4,silver,true
111910092,M,37,196178,2,199414,1,silver,false
044000011,M,55,116879,9,184170,1,silver,true
221471971,F,57,43574,1,188756,7,gold,false
021213096,F,37,178348,9,158059,7,gold,false
101114073,M,24,47520,2,201963,2,silver,false
107000783,F,54,103221,18,52340,10,bronze,true
084201621,M,57,89782,7,78733,3,gold,true
101200929,M,39,164794,20,43451,7,silver,true
054001534,F,31,34355,15,201325,3,silver,false
051409142,M,44,161553,11,65088,4,bronze,false
074914407,M,49,95300,10,146917,5,gold,true
242070966,M,34,118142,24,108218,1,silver,false
091904270,F,21,177196,20,100800,9,silver,false
062205199,F,28,51355,3,79888,6,silver,false
031309123,F,61,155135,12,150589,5,silver,false
113007835,F,29,100262,22,153380,5,silver,true
101101620,F,31,139081,9,151264,10,gold,false
062201533,M,64,132761,11,137414,8,gold,false
064207946,M,56,107020,20,103172,3,bronze,false
253170020,F,38,73996,17,85403,4,gold,false
021310591,M,59,155860,24,66450,8,silver,true
062102933,M,44,134964,17,190589,10,gold,true
082908560,M,70,125365,13,172135,3,gold,false
044072298,F,70,174893,20,60883,9,silver,false
067016040,M,52,198347,6,73728,9,silver,false
113024177,M,38,185678,1,120593,2,bronze,true
211872399,M,39,56809,12,162221,4,gold,true
084001915,M,45,174907,24,206225,2,gold,true
031309314,F,60,147371,19,101855,10,gold,false
054000807,M,21,164225,8,148188,6,silver,true
242170002,M,46,196425,18,172064,4,bronze,true
252070817,F,20,197245,23,192719,7,gold,true
114908289,F,37,53488,6,126254,9,bronze,true
121201694,F,49,49676,21,176192,8,gold,true
211970055,F,56,58747,19,204887,8,gold,true
111309043,M,34,140078,15,202042,1,gold,false
253184359,F,59,86870,3,81474,6,gold,false
011100892,M,47,69938,11,172839,3,bronze,false
031000024,M,25,118196,1,173223,2,bronze,true
104901610,F,65,158577,7,209666,4,gold,false
101101662,M,49,124250,2,148687,2,gold,true
113118012,M,26,191471,17,166549,10,gold,true
243373471,F,68,83479,17,106011,8,silver,false
221270758,F,67,43484,2,145844,9,silver,true
053100355,F,66,155232,9,76169,10,gold,true
074908594,F,52,168430,2,211463,6,bronze,true
091902049,M,27,100776,22,145426,4,gold,true
321177861,F,65,141583,2,196225,8,silver,true
107006651,M,22,124649,21,121997,6,silver,false
091912576,F,67,36976,3,53703,5,gold,true
221272565,M,54,42107,2,169490,8,gold,true
104103683,F,52,77347,8,82250,5,silver,false
043317679,M,60,34989,19,73978,5,bronze,false
104913048,F,40,90707,2,148444,4,silver,false
052100893,F,34,70853,22,76682,5,gold,true
091818117,F,59,93847,4,210706,6,gold,false
221272565,M,56,35880,8,85665,2,bronze,true
221270758,M,28,187648,23,86789,6,gold,true
026010605,F,65,68762,12,79024,3,gold,false
114903190,F,63,124615,10,193330,8,bronze,true
081518375,F,45,119891,12,105049,4,gold,true
123206846,M,61,74585,19,54559,2,gold,true
122105553,M,62,176734,20,213263,10,bronze,false
061206432,M,27,155438,24,89718,6,gold,false
321070227,M,39,73731,5,58916,10,silver,true
051000253,M,24,107643,12,67264,5,gold,false
064206031,F,30,103930,17,60138,8,gold,true
286573322,M,39,133388,5,93754,7,bronze,false
091405258,F,38,76505,21,169949,2,gold,false
063200928,M,53,65002,8,171993,8,gold,false
081216240,F,22,137129,13,165571,9,bronze,true
125104315,M,61,106402,3,197142,4,silver,true
111916326,F,62,75413,3,68046,2,silver,true
231371663,F,27,53546,14,68514,7,gold,false
231371663,M,64,176798,16,133568,6,silver,true
102302761,M,36,98905,12,209799,1,silver,true
031100089,M,65,160116,15,171855,10,bronze,true
067013836,F,54,138755,12,143427,5,bronze,false
101104711,F,39,86172,22,40276,5,gold,true
062200482,F,34,64431,2,172410,7,gold,true
042202264,M,27,38045,18,124115,6,bronze,true
072000805,F,57,43848,13,126069,1,bronze,true
053112738,F,31,126316,8,184661,3,bronze,true
221271090,M,51,152731,4,144062,4,silver,false
301171230,F,36,77897,21,130923,3,gold,false
101101785,F,66,65560,3,140859,3,bronze,false
091206389,M,46,142562,13,89076,7,silver,true
103008404,F,20,138021,16,209045,4,bronze,true
063109935,F,46,135314,9,70782,7,silver,false
111903245,F,48,149213,8,202552,7,silver,false
102106569,M,36,49807,7,116457,3,gold,true
111914878,F,58,92380,5,206137,5,bronze,true
221371644,M,69,65634,5,189798,10,bronze,false
021101425,M,23,58075,24,140978,10,bronze,false
053202130,F,33,70908,21,49540,1,bronze,false
122240340,M,64,148022,12,171326,6,silver,false
074908594,F,60,154067,9,138493,9,gold,true
055002286,F,31,95281,1,135321,3,silver,true
065201048,M,41,115390,23,161364,3,bronze,true
053908188,M,60,134380,9,145745,2,silver,false
073921132,M,60,155117,13,71391,4,silver,false
061302417,F,42,190971,13,87324,7,bronze,false
102104888,F,55,114916,11,71516,9,gold,false
042105921,M,62,95884,23,76069,10,gold,true
264271361,F,64,96131,3,152338,8,silver,false
104105733,F,47,170487,2,81521,4,bronze,true
091400680,F,20,170632,3,56404,9,gold,true
103100218,M,52,133888,21,205193,3,silver,true
091911797,M,45,70614,12,203044,1,bronze,false
102301089,M,19,135841,19,68378,8,bronze,false
263290220,F,58,147197,8,98432,4,bronze,false
321170444,M,31,137242,8,125863,2,silver,false
054001204,M,34,179770,7,62854,9,silver,false
125008165,M,40,50082,10,134750,5,bronze,true
122240861,F,32,176564,16,198469,6,gold,false
074906800,F,37,144023,23,74414,2,bronze,true
067006063,F,41,144264,18,95485,3,gold,false
011400178,F,42,152481,22,75575,10,silver,false
071925635,F,19,49101,5,149212,1,gold,true
031318907,M,25,81836,13,95639,5,bronze,true
103112358,M,34,184144,3,58401,1,bronze,false
114993731,M,42,57020,9,78534,2,bronze,false
111903850,F,52,173581,13,95942,2,bronze,true
063114836,F,32,33825,19,210575,9,silver,false
114013284,F,58,56944,8,75869,4,gold,false
071121963,F,29,58430,16,157371,6,gold,true
084101051,F,57,110721,13,143685,10,bronze,false
111905609,M,38,74840,7,188272,9,gold,false
111905324,M,66,161367,16,122429,8,bronze,false
091408983,M,35,179133,9,62034,4,gold,true
112201218,M,36,127323,16,214962,2,gold,false
065403150,F,55,170300,8,203706,2,gold,true
221272565,M,29,96344,3,102927,8,silver,true
053103637,M,29,67322,22,66097,6,gold,true
102101616,M,62,198922,2,189367,7,silver,true
064103419,F,27,75090,14,209562,6,gold,false
291270636,M,34,148141,9,182294,7,gold,true
072402076,F,33,156040,2,157590,10,gold,false
091213039,F,58,97141,14,211138,7,gold,false
125105550,M,50,137484,19,157030,3,bronze,false
053112152,M,23,104874,3,188270,5,silver,true
075906838,M,34,68857,3,178801,7,gold,true
113015995,M,41,178256,3,172969,9,gold,false
021207206,F,56,148224,19,106817,5,silver,false
051402961,M,24,65063,15,118849,8,silver,true
111313204,F,19,76096,20,179530,10,bronze,true
074000010,F,61,62290,8,56885,1,gold,true
121141534,F,54,196983,3,106185,1,gold,false
102103009,M,60,44720,14,154451,2,bronze,false
063205208,M,28,75982,4,84038,8,gold,true
061102138,M,35,125366,15,149808,7,gold,false
065303784,M,40,54985,15,109909,3,silver,true
091409717,M,39,91142,3,54524,5,silver,false
071923323,F,34,84444,24,128883,3,gold,true
071126764,F,42,123500,8,140730,4,silver,true
042102270,M,68,108263,16,50424,7,bronze,false
021300019,M,41,151291,9,158410,6,bronze,false
073922296,F,42,145603,13,218056,5,bronze,true
042207308,F,35,188519,20,50557,8,bronze,false
271974295,M,38,33210,14,158092,2,gold,false
111000038,F,22,32488,2,98458,1,silver,true
091407942,F,63,69109,10,45243,6,bronze,false
042102555,F,48,58446,10,114858,3,bronze,false
086314367,M,40,100947,12,47220,3,gold,false
031313562,F,56,40327,11,152686,4,gold,true
114922443,F,67,55012,7,190444,3,silver,true
111100792,F,63,195668,11,126027,3,bronze,false
125107008,M,55,82290,20,85574,10,gold,false
281070778,M,21,62157,22,76389,1,bronze,true
067004764,M,36,181049,22,52951,6,bronze,false
111917590,M,26,103886,3,40762,3,bronze,false
102302761,F,64,192834,12,180616,4,bronze,false
083908420,M,24,74854,14,119389,10,silver,true
062000116,M,48,70847,6,115126,3,gold,true
083900732,M,20,171143,17,185077,1,gold,true
124101555,F,64,52605,23,87650,2,gold,false
313172670,F,40,78533,9,46900,10,gold,true
075906595,F,52,130268,13,169872,10,bronze,false
022310422,M,65,100185,4,43866,9,gold,true
122105595,F,60,176111,23,75418,10,silver,true
028000082,F,35,136820,20,142141,1,bronze,true
062200961,M,48,123737,22,133262,3,bronze,true
242071237,M,27,83263,9,136851,5,silver,true
113008083,F,56,81414,4,44649,6,bronze,true
101104041,F,46,167917,9,104116,9,gold,false
061201673,M,59,69980,2,85941,1,gold,true
107003353,M,63,47871,4,143957,9,bronze,true
111311413,M,67,107456,13,50792,4,gold,true
104103421,F,34,119841,17,144874,8,bronze,true
043309975,M,47,193357,20,59898,3,bronze,false
065300211,F,42,37914,9,43249,4,gold,false
065304385,F,37,59077,6,124292,5,silver,false
112207403,M,31,180190,17,124026,3,silver,false
083002533,M,18,141701,17,183379,10,gold,true
073921132,M,57,194733,9,116177,3,gold,true
064102601,F,48,108587,3,93458,9,silver,true
111907924,F,56,87301,14,86373,8,silver,true
082908625,M,51,111079,23,113146,7,gold,false
041001013,F,18,60269,24,91940,4,bronze,true
073905718,M,26,143395,5,89840,1,bronze,true
021203501,M,57,93457,22,108126,7,silver,true
091402947,F,31,124787,2,195382,6,silver,true
102102013,M,36,176528,7,140565,10,gold,true
044111188,M,55,30298,11,209312,1,bronze,true
111908004,F,24,57002,18,63976,4,silver,false
021000089,F,41,199030,20,41079,6,bronze,true
042108122,M,57,95936,8,203251,1,bronze,true
072407000,M,46,148554,10,140444,7,bronze,true
101108649,F,47,174431,6,106877,2,gold,false
122242843,M,18,73734,19,125829,1,bronze,false
091108746,F,42,92324,10,159724,6,bronze,false
062200482,M,65,52370,8,59881,7,silver,false
122043518,F,23,31298,20,40784,8,gold,false
043315561,M,48,36469,20,89515,5,gold,true
071904779,F,53,119817,17,93660,2,silver,true
